,Champion,Against,VS. Times,VS. Won,VS. Win Rate
13858,Annie,Twitch,55,33,60.0
13859,RekSai,Evelynn,50,33,66.0
13860,Talon,Sejuani,76,33,43.42105263157895
13861,Fiora,Kalista,60,33,55.00000000000001
13862,Syndra,Nocturne,63,33,52.38095238095239
13863,Akali,Swain,66,33,50.0
13864,Darius,Brand,61,33,54.09836065573771
13865,Elise,Malphite,64,33,51.5625
13866,Syndra,Annie,58,33,56.896551724137936
13867,Janna,Anivia,59,33,55.932203389830505
13868,Nautilus,Lissandra,68,33,48.529411764705884
13869,Rumble,Poppy,71,33,46.478873239436616
13870,FiddleSticks,Rengar,60,33,55.00000000000001
13871,Sion,Zac,69,33,47.82608695652174
13872,RekSai,Renekton,67,33,49.25373134328358
13873,Ornn,Twitch,58,33,56.896551724137936
13874,Rell,Kayn,61,33,54.09836065573771
13875,Ivern,TwistedFate,46,33,71.73913043478261
13876,AurelionSol,Lucian,59,33,55.932203389830505
13877,Rammus,LeeSin,53,33,62.264150943396224
13878,Mordekaiser,Twitch,63,33,52.38095238095239
13879,Kayn,Cassiopeia,77,33,42.857142857142854
13880,Kindred,Nocturne,58,33,56.896551724137936
13881,Gangplank,Morgana,60,33,55.00000000000001
13882,Heimerdinger,Irelia,66,33,50.0
13883,Sona,Gangplank,59,33,55.932203389830505
13884,Sett,Anivia,78,33,42.30769230769231
13885,Evelynn,Malphite,71,33,46.478873239436616
13886,Yuumi,Gnar,69,33,47.82608695652174
13887,Senna,Diana,77,33,42.857142857142854
13888,Azir,Lux,69,33,47.82608695652174
13889,Nasus,Hecarim,74,33,44.5945945945946
13890,Morgana,TahmKench,69,33,47.82608695652174
13891,Akali,Fizz,73,33,45.20547945205479
13892,Skarner,Yone,57,33,57.89473684210527
13893,Aatrox,Zyra,63,33,52.38095238095239
13894,Diana,Malphite,62,33,53.2258064516129
13895,Twitch,Warwick,73,33,45.20547945205479
13896,Hecarim,KogMaw,62,33,53.2258064516129
13897,Khazix,Anivia,68,33,48.529411764705884
13898,Twitch,KogMaw,63,33,52.38095238095239
13899,Yone,Illaoi,49,33,67.3469387755102
13900,TahmKench,Samira,68,33,48.529411764705884
13901,Draven,Gnar,70,33,47.14285714285714
13902,JarvanIV,Chogath,54,33,61.111111111111114
13903,Zyra,Zac,52,33,63.46153846153846
13904,Cassiopeia,Malphite,56,33,58.92857142857143
13905,Udyr,Leona,61,33,54.09836065573771
13906,Taliyah,Khazix,58,33,56.896551724137936
13907,Blitzcrank,Malzahar,53,33,62.264150943396224
13908,Zyra,Blitzcrank,67,33,49.25373134328358
13909,Hecarim,Mordekaiser,63,33,52.38095238095239
13910,Anivia,Samira,49,33,67.3469387755102
13911,Veigar,Ahri,54,33,61.111111111111114
13912,Ashe,Veigar,79,33,41.77215189873418
13913,Velkoz,Hecarim,65,33,50.76923076923077
13914,Ryze,Tristana,80,33,41.25
13915,Teemo,Urgot,61,33,54.09836065573771
13916,Morgana,Mordekaiser,59,33,55.932203389830505
13917,Mordekaiser,Khazix,65,33,50.76923076923077
13918,Alistar,Ashe,63,33,52.38095238095239
13919,Soraka,Fizz,66,33,50.0
13920,Zyra,Xayah,73,33,45.20547945205479
13921,Amumu,Aatrox,65,33,50.76923076923077
13922,Kayle,TwistedFate,67,33,49.25373134328358
13923,Brand,Zilean,63,33,52.38095238095239
13924,Syndra,DrMundo,68,33,48.529411764705884
13925,Ornn,JarvanIV,61,33,54.09836065573771
13926,Zac,Seraphine,65,33,50.76923076923077
13927,Ahri,Poppy,62,33,53.2258064516129
13928,Taliyah,Poppy,65,33,50.76923076923077
13929,Yuumi,Heimerdinger,58,33,56.896551724137936
13930,Ekko,Shyvana,53,33,62.264150943396224
13931,Pantheon,Akali,66,33,50.0
13932,Garen,Sion,54,33,61.111111111111114
13933,Alistar,MasterYi,58,33,56.896551724137936
13934,TwistedFate,Ornn,72,33,45.83333333333333
13935,Trundle,Ryze,59,33,55.932203389830505
13936,Zoe,Vi,65,33,50.76923076923077
13937,Gwen,Taliyah,70,33,47.14285714285714
13938,Lissandra,Ziggs,66,33,50.0
13939,Tryndamere,Trundle,72,33,45.83333333333333
13940,Swain,Jax,70,33,47.14285714285714
13941,Ivern,Rengar,45,33,73.33333333333333
13942,Trundle,Renekton,54,33,61.111111111111114
13943,Tristana,Veigar,68,33,48.529411764705884
13944,Tryndamere,FiddleSticks,53,33,62.264150943396224
13945,Udyr,Rakan,65,33,50.76923076923077
13946,DrMundo,Zoe,58,33,56.896551724137936
13947,Leblanc,Volibear,69,33,47.82608695652174
13948,Vi,Syndra,82,33,40.243902439024396
13949,Bard,Ashe,82,33,40.243902439024396
13950,Khazix,Nasus,61,33,54.09836065573771
13951,Khazix,Volibear,59,33,55.932203389830505
13952,Shaco,Chogath,56,33,58.92857142857143
13953,Ornn,Gwen,60,33,55.00000000000001
13954,Syndra,Chogath,67,33,49.25373134328358
13955,Darius,Teemo,64,33,51.5625
13956,Neeko,Sylas,60,33,55.00000000000001
13957,Blitzcrank,KogMaw,54,33,61.111111111111114
13958,Malzahar,Karma,81,33,40.74074074074074
13959,Rell,Evelynn,58,33,56.896551724137936
13960,Poppy,Malphite,78,33,42.30769230769231
13961,Syndra,MonkeyKing,70,33,47.14285714285714
13962,Renekton,Sona,72,33,45.83333333333333
13963,Elise,Galio,54,33,61.111111111111114
13964,Fizz,Trundle,60,33,55.00000000000001
13965,Teemo,Sona,78,33,42.30769230769231
13966,Akshan,Chogath,65,33,50.76923076923077
13967,Seraphine,Gragas,70,33,47.14285714285714
13968,Maokai,Tryndamere,61,33,54.09836065573771
13969,Zyra,Veigar,54,33,61.111111111111114
13970,Qiyana,Gnar,54,33,61.111111111111114
13971,Maokai,Kennen,52,33,63.46153846153846
13972,Ziggs,Annie,52,33,63.46153846153846
13973,Chogath,Darius,57,33,57.89473684210527
13974,Aphelios,Olaf,59,33,55.932203389830505
13975,Xerath,Rumble,79,33,41.77215189873418
13976,Yasuo,Azir,64,33,51.5625
13977,Ornn,Zoe,59,33,55.932203389830505
13978,Sejuani,Leblanc,53,33,62.264150943396224
13979,Pantheon,Vex,69,33,47.82608695652174
13980,Illaoi,Jhin,69,33,47.82608695652174
13981,Volibear,Aatrox,57,33,57.89473684210527
13982,Kennen,Aatrox,81,33,40.74074074074074
13983,Nasus,Ekko,88,33,37.5
13984,Amumu,JarvanIV,69,33,47.82608695652174
13985,Morgana,Zilean,76,33,43.42105263157895
13986,Gangplank,Sion,62,33,53.2258064516129
13987,Vex,KogMaw,74,33,44.5945945945946
13988,JarvanIV,Evelynn,77,33,42.857142857142854
13989,Senna,Corki,81,33,40.74074074074074
13990,Riven,Elise,67,33,49.25373134328358
13991,Kayle,Ashe,65,33,50.76923076923077
13992,Blitzcrank,Nasus,65,33,50.76923076923077
13993,Annie,Akali,56,33,58.92857142857143
13994,Samira,Ahri,67,33,49.25373134328358
13995,Pyke,Udyr,57,33,57.89473684210527
13996,Ryze,Veigar,77,33,42.857142857142854
13997,Ahri,Twitch,60,33,55.00000000000001
13998,Heimerdinger,Ekko,66,33,50.0
13999,Olaf,Vayne,74,32,43.24324324324324
14000,Gwen,JarvanIV,84,32,38.095238095238095
14001,Shaco,Nocturne,58,32,55.172413793103445
14002,Fizz,Hecarim,62,32,51.61290322580645
14003,Udyr,Zed,73,32,43.83561643835616
14004,Vladimir,Pantheon,52,32,61.53846153846154
14005,Gangplank,Khazix,77,32,41.55844155844156
14006,Kayn,Velkoz,68,32,47.05882352941176
14007,Amumu,Galio,56,32,57.14285714285714
14008,Gangplank,Kayn,87,32,36.7816091954023
14009,Shaco,Ryze,63,32,50.79365079365079
14010,Annie,Hecarim,59,32,54.23728813559322
14011,Vex,Sivir,57,32,56.14035087719298
14012,Rengar,Nunu,70,32,45.714285714285715
14013,MissFortune,Udyr,63,32,50.79365079365079
14014,Trundle,Veigar,67,32,47.76119402985074
14015,Lillia,Zilean,81,32,39.50617283950617
14016,RekSai,Katarina,80,32,40.0
14017,Blitzcrank,Kled,64,32,50.0
14018,Hecarim,Velkoz,65,32,49.23076923076923
14019,Sejuani,Aphelios,53,32,60.37735849056604
14020,Kassadin,Maokai,67,32,47.76119402985074
14021,Viktor,Sivir,70,32,45.714285714285715
14022,TahmKench,Zac,69,32,46.3768115942029
14023,Xerath,DrMundo,65,32,49.23076923076923
14024,Seraphine,Zac,65,32,49.23076923076923
14025,Leona,Taric,70,32,45.714285714285715
14026,Samira,Veigar,63,32,50.79365079365079
14027,Vi,DrMundo,60,32,53.333333333333336
14028,Kindred,Malphite,75,32,42.66666666666667
14029,TwistedFate,Lissandra,63,32,50.79365079365079
14030,Elise,XinZhao,53,32,60.37735849056604
14031,Morgana,FiddleSticks,56,32,57.14285714285714
14032,Cassiopeia,JarvanIV,62,32,51.61290322580645
14033,Syndra,Brand,57,32,56.14035087719298
14034,Corki,Kindred,71,32,45.07042253521127
14035,Rakan,Taric,64,32,50.0
14036,Kled,Kaisa,54,32,59.25925925925925
14037,Kayle,Poppy,69,32,46.3768115942029
14038,Vi,Singed,56,32,57.14285714285714
14039,Udyr,Jax,59,32,54.23728813559322
14040,Seraphine,Ashe,63,32,50.79365079365079
14041,Garen,Zac,55,32,58.18181818181818
14042,Morgana,Brand,57,32,56.14035087719298
14043,Amumu,Kennen,53,32,60.37735849056604
14044,Karthus,FiddleSticks,59,32,54.23728813559322
14045,Blitzcrank,Heimerdinger,62,32,51.61290322580645
14046,Brand,Veigar,58,32,55.172413793103445
14047,Garen,Seraphine,48,32,66.66666666666666
14048,Kindred,Ahri,56,32,57.14285714285714
14049,Cassiopeia,Soraka,68,32,47.05882352941176
14050,Rengar,Warwick,62,32,51.61290322580645
14051,Galio,Singed,62,32,51.61290322580645
14052,Zyra,Xerath,63,32,50.79365079365079
14053,Zilean,Urgot,58,32,55.172413793103445
14054,Kassadin,Seraphine,66,32,48.484848484848484
14055,Pyke,Anivia,81,32,39.50617283950617
14056,Morgana,Corki,53,32,60.37735849056604
14057,Gwen,Rumble,68,32,47.05882352941176
14058,Zac,Maokai,59,32,54.23728813559322
14059,Zoe,MonkeyKing,65,32,49.23076923076923
14060,Anivia,Bard,57,32,56.14035087719298
14061,Aatrox,Pantheon,60,32,53.333333333333336
14062,FiddleSticks,Senna,61,32,52.459016393442624
14063,Orianna,Poppy,65,32,49.23076923076923
14064,Ezreal,Neeko,64,32,50.0
14065,Galio,Annie,62,32,51.61290322580645
14066,Kalista,Ekko,79,32,40.50632911392405
14067,Twitch,Nasus,67,32,47.76119402985074
14068,Pantheon,Khazix,67,32,47.76119402985074
14069,Gragas,FiddleSticks,54,32,59.25925925925925
14070,Ashe,Gangplank,58,32,55.172413793103445
14071,Tryndamere,Ahri,63,32,50.79365079365079
14072,Senna,Renekton,66,32,48.484848484848484
14073,Evelynn,Ryze,54,32,59.25925925925925
14074,Tristana,Anivia,55,32,58.18181818181818
14075,Jax,Taric,49,32,65.3061224489796
14076,Galio,Garen,58,32,55.172413793103445
14077,Brand,Twitch,68,32,47.05882352941176
14078,MonkeyKing,Poppy,61,32,52.459016393442624
14079,Urgot,Jax,73,32,43.83561643835616
14080,Evelynn,Riven,70,32,45.714285714285715
14081,Vex,Braum,87,32,36.7816091954023
14082,Twitch,Gragas,100,32,32.0
14083,Singed,Lillia,60,32,53.333333333333336
14084,Kayle,Akshan,64,32,50.0
14085,Tryndamere,Warwick,62,32,51.61290322580645
14086,Kayn,Elise,69,32,46.3768115942029
14087,Gwen,RekSai,78,32,41.02564102564102
14088,Gwen,Anivia,68,32,47.05882352941176
14089,Annie,TwistedFate,69,32,46.3768115942029
14090,Amumu,Zac,56,32,57.14285714285714
14091,Leona,KogMaw,78,32,41.02564102564102
14092,Rumble,Renekton,61,32,52.459016393442624
14093,Nautilus,Ornn,63,32,50.79365079365079
14094,Pyke,Heimerdinger,62,32,51.61290322580645
14095,FiddleSticks,Kindred,67,32,47.76119402985074
14096,Nasus,Leblanc,60,32,53.333333333333336
14097,Kindred,Chogath,61,32,52.459016393442624
14098,Fiora,Azir,46,32,69.56521739130434
14099,Katarina,Cassiopeia,57,32,56.14035087719298
14100,Kayle,Kaisa,69,32,46.3768115942029
14101,Khazix,Zyra,55,32,58.18181818181818
14102,XinZhao,Amumu,53,32,60.37735849056604
14103,FiddleSticks,Lillia,57,32,56.14035087719298
14104,Orianna,Kennen,69,32,46.3768115942029
14105,Katarina,MonkeyKing,70,32,45.714285714285715
14106,Ekko,Azir,60,32,53.333333333333336
14107,Talon,Quinn,60,32,53.333333333333336
14108,Leona,Nasus,71,32,45.07042253521127
14109,Soraka,Ahri,80,32,40.0
14110,Kalista,Qiyana,69,32,46.3768115942029
14111,Jayce,Varus,52,32,61.53846153846154
14112,Taric,Xayah,63,32,50.79365079365079
14113,Gangplank,Karthus,62,32,51.61290322580645
14114,Veigar,Kayle,68,32,47.05882352941176
14115,Samira,MonkeyKing,58,32,55.172413793103445
14116,Lillia,Chogath,59,32,54.23728813559322
14117,Sivir,Aphelios,58,32,55.172413793103445
14118,Zilean,Sion,67,32,47.76119402985074
14119,Chogath,Akshan,65,32,49.23076923076923
14120,Teemo,Seraphine,58,32,55.172413793103445
14121,Sett,Annie,51,32,62.745098039215684
14122,Kaisa,Lissandra,67,32,47.76119402985074
14123,Braum,Pyke,65,32,49.23076923076923
14124,TwistedFate,MasterYi,62,32,51.61290322580645
14125,Mordekaiser,Darius,68,32,47.05882352941176
14126,DrMundo,Mordekaiser,47,32,68.08510638297872
14127,Katarina,Ahri,64,32,50.0
14128,Vladimir,Rumble,87,32,36.7816091954023
14129,Darius,Urgot,72,32,44.44444444444444
14130,Diana,Kennen,63,32,50.79365079365079
14131,Blitzcrank,Ornn,72,32,44.44444444444444
14132,Rumble,Soraka,63,32,50.79365079365079
14133,Poppy,Elise,61,32,52.459016393442624
14134,Ryze,Gwen,81,32,39.50617283950617
14135,Diana,Galio,68,32,47.05882352941176
14136,Pyke,Kayle,72,32,44.44444444444444
14137,Seraphine,Diana,51,32,62.745098039215684
14138,Kennen,Rell,63,32,50.79365079365079
14139,Illaoi,Jinx,56,32,57.14285714285714
14140,MonkeyKing,Lillia,45,32,71.11111111111111
14141,Kayn,Nasus,60,32,53.333333333333336
14142,Janna,Gnar,52,32,61.53846153846154
14143,Maokai,Khazix,59,32,54.23728813559322
14144,Swain,Katarina,52,32,61.53846153846154
14145,TahmKench,Veigar,55,32,58.18181818181818
14146,Katarina,Brand,56,32,57.14285714285714
14147,Rell,Janna,77,32,41.55844155844156
14148,Aatrox,Amumu,65,32,49.23076923076923
14149,Bard,TahmKench,83,32,38.55421686746988
14150,Alistar,Rengar,71,32,45.07042253521127
14151,Cassiopeia,Twitch,68,32,47.05882352941176
14152,Khazix,Mordekaiser,65,32,49.23076923076923
14153,Zyra,Katarina,56,32,57.14285714285714
14154,TwistedFate,Garen,79,32,40.50632911392405
14155,Nidalee,Brand,67,32,47.76119402985074
14156,Ekko,Sivir,68,32,47.05882352941176
14157,Velkoz,Viktor,87,32,36.7816091954023
14158,Vi,Karthus,75,32,42.66666666666667
14159,Vex,Heimerdinger,60,32,53.333333333333336
14160,Rakan,Udyr,65,32,49.23076923076923
14161,Jayce,Sejuani,51,32,62.745098039215684
14162,Tristana,Warwick,51,32,62.745098039215684
14163,Cassiopeia,Poppy,63,32,50.79365079365079
14164,Anivia,Katarina,61,32,52.459016393442624
14165,Kayn,MonkeyKing,81,32,39.50617283950617
14166,Gwen,Orianna,71,32,45.07042253521127
14167,Mordekaiser,Vex,69,32,46.3768115942029
14168,Morgana,Amumu,57,32,56.14035087719298
14169,Draven,Fizz,62,32,51.61290322580645
14170,Kled,Blitzcrank,64,32,50.0
14171,AurelionSol,LeeSin,54,32,59.25925925925925
14172,Nocturne,Brand,68,32,47.05882352941176
14173,Ornn,Kassadin,65,32,49.23076923076923
14174,Velkoz,Karma,79,32,40.50632911392405
14175,Velkoz,Vladimir,63,32,50.79365079365079
14176,Singed,Kennen,61,32,52.459016393442624
14177,Trundle,Gragas,66,32,48.484848484848484
14178,TahmKench,Alistar,58,32,55.172413793103445
14179,Lillia,Warwick,58,32,55.172413793103445
14180,Mordekaiser,XinZhao,57,32,56.14035087719298
14181,Anivia,Morgana,61,32,52.459016393442624
14182,Lillia,Ahri,60,32,53.333333333333336
14183,Fiora,Braum,63,32,50.79365079365079
14184,Xayah,Nasus,58,32,55.172413793103445
14185,Malzahar,Vladimir,66,32,48.484848484848484
14186,Aatrox,Corki,63,32,50.79365079365079
14187,Annie,Jax,63,32,50.79365079365079
14188,Ahri,Katarina,64,32,50.0
14189,Ashe,Kayle,65,32,49.23076923076923
14190,MissFortune,Heimerdinger,75,32,42.66666666666667
14191,Tristana,Teemo,59,32,54.23728813559322
14192,Mordekaiser,Kayn,67,32,47.76119402985074
14193,Zilean,Amumu,47,32,68.08510638297872
14194,Sylas,Varus,61,32,52.459016393442624
14195,Malphite,Garen,61,32,52.459016393442624
14196,Galio,Orianna,66,32,48.484848484848484
14197,Mordekaiser,Rakan,73,32,43.83561643835616
14198,Veigar,Rengar,74,32,43.24324324324324
14199,Galio,Cassiopeia,60,32,53.333333333333336
14200,Zyra,Pyke,65,32,49.23076923076923
14201,Lillia,Diana,53,32,60.37735849056604
14202,Veigar,Katarina,80,32,40.0
14203,TahmKench,Volibear,54,32,59.25925925925925
14204,Riven,Nunu,71,32,45.07042253521127
14205,Aatrox,Lissandra,62,32,51.61290322580645
14206,Azir,Vex,66,32,48.484848484848484
14207,Cassiopeia,Rengar,61,32,52.459016393442624
14208,Zyra,Sett,56,32,57.14285714285714
14209,Poppy,Taliyah,65,32,49.23076923076923
14210,Tristana,Ziggs,83,32,38.55421686746988
14211,Camille,Shyvana,69,32,46.3768115942029
14212,Vi,Pantheon,49,32,65.3061224489796
14213,Orianna,Samira,62,32,51.61290322580645
14214,Katarina,Orianna,60,32,53.333333333333336
14215,Zilean,Corki,63,32,50.79365079365079
14216,Pyke,Gnar,53,32,60.37735849056604
14217,Senna,Lissandra,66,32,48.484848484848484
14218,DrMundo,TahmKench,61,32,52.459016393442624
14219,Aatrox,DrMundo,72,32,44.44444444444444
14220,Vi,Warwick,63,32,50.79365079365079
14221,Zilean,Kayle,73,32,43.83561643835616
14222,Alistar,JarvanIV,63,32,50.79365079365079
14223,Poppy,Vi,73,32,43.83561643835616
14224,Gnar,Bard,67,32,47.76119402985074
14225,Mordekaiser,Leblanc,69,32,46.3768115942029
14226,Udyr,Lucian,77,32,41.55844155844156
14227,Ashe,Nautilus,78,32,41.02564102564102
14228,Taric,Lucian,77,32,41.55844155844156
14229,Warwick,Zilean,66,32,48.484848484848484
14230,JarvanIV,Garen,66,32,48.484848484848484
14231,Kennen,MasterYi,52,32,61.53846153846154
14232,Chogath,Vladimir,76,32,42.10526315789473
14233,Elise,Nautilus,60,32,53.333333333333336
14234,Sion,Ziggs,54,32,59.25925925925925
14235,Teemo,XinZhao,79,32,40.50632911392405
14236,Rell,Xerath,50,32,64.0
14237,Kayle,Ryze,54,32,59.25925925925925
14238,MasterYi,Galio,59,32,54.23728813559322
14239,Brand,Bard,58,32,55.172413793103445
14240,Trundle,Mordekaiser,45,32,71.11111111111111
14241,TahmKench,Nunu,67,32,47.76119402985074
14242,Shaco,Nasus,51,32,62.745098039215684
14243,Cassiopeia,Ryze,55,32,58.18181818181818
14244,Ashe,TahmKench,75,32,42.66666666666667
14245,Warwick,TwistedFate,72,32,44.44444444444444
14246,Olaf,Camille,67,32,47.76119402985074
14247,Zed,Shyvana,54,32,59.25925925925925
14248,DrMundo,Teemo,60,32,53.333333333333336
14249,Kalista,Syndra,53,32,60.37735849056604
14250,Amumu,Sona,54,32,59.25925925925925
14251,Heimerdinger,Sylas,55,32,58.18181818181818
14252,Soraka,Urgot,62,32,51.61290322580645
14253,Sion,Urgot,57,32,56.14035087719298
14254,Kaisa,Swain,61,32,52.459016393442624
14255,MonkeyKing,Zac,68,32,47.05882352941176
14256,Fiora,Mordekaiser,54,32,59.25925925925925
14257,RekSai,MonkeyKing,55,32,58.18181818181818
14258,Zilean,Gangplank,70,32,45.714285714285715
14259,Zyra,Shaco,59,32,54.23728813559322
14260,Sion,Khazix,84,32,38.095238095238095
14261,XinZhao,FiddleSticks,72,32,44.44444444444444
14262,Vex,Ornn,70,32,45.714285714285715
14263,Mordekaiser,Nunu,55,32,58.18181818181818
14264,TahmKench,Gragas,70,32,45.714285714285715
14265,Yuumi,Braum,68,32,47.05882352941176
14266,Neeko,Ezreal,64,32,50.0
14267,Udyr,Yasuo,73,32,43.83561643835616
14268,Karthus,Fizz,59,32,54.23728813559322
14269,Jayce,Zyra,65,32,49.23076923076923
14270,Fiora,Elise,73,32,43.83561643835616
14271,Khazix,Amumu,62,32,51.61290322580645
14272,Draven,Lissandra,62,32,51.61290322580645
14273,Udyr,Nidalee,48,32,66.66666666666666
14274,Nasus,Blitzcrank,65,32,49.23076923076923
14275,Taliyah,Ziggs,63,32,50.79365079365079
14276,Shen,Kayle,66,32,48.484848484848484
14277,Taric,Rakan,64,32,50.0
14278,Quinn,Yuumi,49,32,65.3061224489796
14279,Garen,Kindred,67,32,47.76119402985074
14280,Elise,Zac,52,32,61.53846153846154
14281,Syndra,Anivia,61,32,52.459016393442624
14282,Velkoz,Rakan,74,32,43.24324324324324
14283,Amumu,Senna,58,32,55.172413793103445
14284,Trundle,Lillia,74,32,43.24324324324324
14285,Vladimir,Azir,48,32,66.66666666666666
14286,KogMaw,Yasuo,78,32,41.02564102564102
14287,Khazix,MonkeyKing,69,32,46.3768115942029
14288,Orianna,Darius,70,32,45.714285714285715
14289,Akshan,Kayle,64,32,50.0
14290,Vi,Zoe,65,32,49.23076923076923
14291,DrMundo,Gragas,63,32,50.79365079365079
14292,Zoe,Darius,73,32,43.83561643835616
14293,Riven,Singed,70,32,45.714285714285715
14294,Tryndamere,Rell,56,32,57.14285714285714
14295,Ashe,Zac,65,32,49.23076923076923
14296,Ziggs,Gangplank,52,32,61.53846153846154
14297,Darius,Ryze,83,31,37.34939759036144
14298,RekSai,Seraphine,53,31,58.490566037735846
14299,Akali,Udyr,60,31,51.66666666666667
14300,Sejuani,MissFortune,53,31,58.490566037735846
14301,Riven,Gwen,58,31,53.44827586206896
14302,Veigar,Samira,63,31,49.2063492063492
14303,Volibear,Kindred,52,31,59.61538461538461
14304,Samira,Nunu,69,31,44.927536231884055
14305,Udyr,Nami,71,31,43.66197183098591
14306,Rakan,Heimerdinger,68,31,45.588235294117645
14307,Renekton,Tristana,71,31,43.66197183098591
14308,Kayn,Warwick,71,31,43.66197183098591
14309,Tristana,Vi,75,31,41.333333333333336
14310,Karma,Sejuani,59,31,52.54237288135594
14311,Evelynn,Brand,48,31,64.58333333333334
14312,XinZhao,Fizz,68,31,45.588235294117645
14313,FiddleSticks,Tristana,61,31,50.81967213114754
14314,Singed,Aatrox,54,31,57.407407407407405
14315,Nocturne,Sona,71,31,43.66197183098591
14316,Vladimir,Velkoz,63,31,49.2063492063492
14317,Udyr,MissFortune,63,31,49.2063492063492
14318,TwistedFate,Udyr,49,31,63.26530612244898
14319,TahmKench,Zoe,55,31,56.36363636363636
14320,Lillia,Teemo,71,31,43.66197183098591
14321,Riven,Ryze,73,31,42.465753424657535
14322,Gragas,DrMundo,63,31,49.2063492063492
14323,Kennen,Rengar,67,31,46.26865671641791
14324,Teemo,Samira,66,31,46.96969696969697
14325,Seraphine,Lillia,79,31,39.24050632911392
14326,Nautilus,Garen,82,31,37.80487804878049
14327,Evelynn,Zilean,73,31,42.465753424657535
14328,Warwick,Vi,63,31,49.2063492063492
14329,Senna,Nocturne,61,31,50.81967213114754
14330,Morgana,MonkeyKing,56,31,55.35714285714286
14331,Kalista,Kayn,57,31,54.385964912280706
14332,Veigar,Gangplank,55,31,56.36363636363636
14333,Teemo,Darius,64,31,48.4375
14334,Taric,Nautilus,56,31,55.35714285714286
14335,Trundle,Karthus,61,31,50.81967213114754
14336,Zilean,FiddleSticks,71,31,43.66197183098591
